公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
IDG资本投资顾问（北京）有限公司,IDG Capital,150-500人,不需要融资,东城区,高级python数据工程师,3-5年,本科,15k-30k,"高端医疗,旅游,弹性工作,团队"
北京创源微致软件有限公司,创源微致,500-2000人,不需要融资,海淀区,python后端开发工程师,5-10年,本科,20k-40k,"发展前景,丰厚年终奖,五险一金,良好氛围"
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,python助教实习生,1年以下,本科,4k-6k,"一带一帮带,独角兽行业"
绫致时装（天津）有限公司,绫致时装（天津）有限公司,2000人以上,不需要融资,朝阳区,高级零售系统工程师 （Python工程师）,5-10年,本科,15k-20k,"大平台,新零售系统"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,Python高级服务端开发工程师,3-5年,本科,30k-50k,"扁平化,职位空间大,薪资福利优,团队氛围好"
北京凯奇谷信息技术股份有限公司,凯奇谷,150-500人,上市公司,朝阳区,游戏研发工程师 （Python）（初级）,1-3年,本科,6k-8k,给力的团队 领导好 弹性工作 免费吃喝
在线途游（北京）科技有限公司,途游,150-500人,B轮,朝阳区,python服务器,3-5年,本科,18k-35k,"千万级用户,工作氛围好,年终奖金,各种团"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级Python研发工程师（机器学习业务方向）,不限,本科,18k-30k,"发展好,平台大"
北京云中融信网络科技有限公司,融云,150-500人,B轮,朝阳区,Python全栈工程师,3-5年,本科,15k-25k,"福利好,老板赞,弹性工作,补充医疗"
河南瑞格企业管理咨询有限公司,瑞格,500-2000人,天使轮,海淀区,资深Python架构师,3-5年,本科,28K-42K,年终奖 节日福利
北京希子教育科技有限公司,希子在线,少于15人,未融资,海淀区,高级Python后端工程师,1-3年,本科,20k-30k,"氛围愉快,竞争力薪酬,弹性工作,快速成长"
飞维美地信息技术（北京）有限公司,FreeWheel,500-2000人,上市公司,朝阳区,Lead Python/Java Engineer,5-10年,本科,35k-44k,"美资互联网,技术导向,英文环境,硅谷文化"
进化时代科技（北京）有限责任公司,进化时代,少于15人,A轮,海淀区,高级Python算法工程师,应届毕业生,硕士,20k-40k,"数据驱动,人工智能,激励丰厚,七险一金"
北京智融时代信息技术有限公司,智融集团,150-500人,C轮,海淀区,python研发工程师（抓取平台开发方向）,3-5年,本科,20k-40k,六险一金、上升空间、弹性工作、优秀团队
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,Python研发工程师（机器学习方向）,3-5年,本科,18k-35k,前景无限，牛人云集，扁平管理
合一信息技术（北京）有限公司,合一信息技术（优酷）,500-2000人,上市公司,朝阳区,高级Python后端工程师,3-5年,本科,25k-50k,"大牛多,成长快,专属福利"
北京龙腾育才科技有限公司,龙腾育才,15-50人,未融资,,python讲师,5-10年,不限,10K-15K,有底薪有提成
林琳网络数据科技（北京）有限责任公司,D0 DATA,少于15人,未融资,昌平区,Python大数据工程师,不限,不限,6k-12k,"工作弹性,学习氛围好,自主自发"
北京联拓世纪管理咨询有限公司,联拓世纪,50-150人,未融资,海淀区,python/java高级后端开发工程师,3-5年,本科,20k-40k,发展空间大。老板nice 弹性工作时间
北京粉笔未来科技有限公司,猿辅导,500-2000人,D轮及以上,朝阳区,编程讲师（python系统班）,1-3年,本科,15k-20k,"发展空间大,福利待遇大,扁平化管理,年底旅行"
北京科达思教育科技有限公司,WeCode,15-50人,A轮,朝阳区,Python课程设计,1-3年,本科,10k-20k,"13薪,年终奖,弹性工作,氛围好"
小立教育科技（北京）有限公司,小立教育,15-50人,天使轮,海淀区,算法开发实习生（Python方向）,应届毕业生,本科,6k-10k,"团队氛围好,成长空间大,免费健身"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,python运维开发工程师,5-10年,本科,30k-60k,"五险一金,周末双休,免费班车,餐补"
北京蜜莱坞网络科技有限公司,映客,500-2000人,C轮,朝阳区,c++/Python/Go......,3-5年,本科,30k-50k,"大牛多,成长快,六险一金,专属健身房"
北京挖优狗科技有限公司,挖优狗,少于15人,不需要融资,朝阳区,Python数据处理工程师,1-3年,本科,10k-20k,"清华团队,金融科技,成长空间大,技术先进"
深圳点猫科技有限公司,编程猫,500-2000人,B轮,东城区,Python培训讲师,3-5年,本科,8k-15k,"弹性,提成多多,五险一金,饭补"
拉扎斯网络科技（上海）有限公司,饿了么,2000人以上,D轮及以上,朝阳区,高级python开发（微服务中间件）,1-3年,本科,15k-30k,中间件 出国团建 带薪假 补充医疗
北京百观科技有限公司,百观Lab,15-50人,A轮,东城区,Python数据与爬虫工程师,1-3年,本科,17k-26k,"高成长空间,有挑战性,福利待遇好,老板耐撕"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,python爬虫工程师,1-3年,本科,22k-40k,六险一金，弹性工作，免费三餐，租房补贴
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,Python爬虫工程师,3-5年,本科,15k-20k,"五险一金,全勤奖,餐补,年终奖金"
国富商通信息技术发展股份有限公司,国富商通,50-150人,未融资,朝阳区,python/C++高级开发工程师,3-5年,本科,40k-60k,"福利多,发展空间大"
北京造数科技有限公司,造数,15-50人,A轮,朝阳区,Python爬虫工程师,1-3年,本科,15k-30k,"技能培训,人工智能,股票期权,团队年轻"
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,爬虫Python开发实习生,应届毕业生,本科,4k-6k,"发展空间大,福利好,办公环境好"
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,Python爬虫工程师,3-5年,大专,20k-40k,"发展平台,空间大,氛围好,福利好"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,机器学习后端开发工程师（Java/Python）,3-5年,本科,18k-30k,"五险一金,福利待遇好,发展前景好,周末双休"
北京罗威亚科技有限公司,罗威亚科技,15-50人,天使轮,大兴区,Web全栈工程师（python）,1-3年,不限,12k-18k,"小舞台,大空间,技术氛围好"
上海清鹤科技股份有限公司,清鹤科技,150-500人,上市公司,昌平区,资深后台开发工程师（python/C/C++),5-10年,本科,15k-25k,"老板nic,扁平化,团队活跃,年底奖金"
北京汇游科技有限公司,汇游科技,15-50人,不需要融资,朝阳区,中高级Python爬虫工程师,3-5年,本科,20k-30k,"五险一金,餐补,全勤奖,年终奖金"
北京欧特欧国际咨询有限公司,欧特欧咨询,15-50人,不需要融资,朝阳区,高级python（爬虫方向）,3-5年,本科,18k-32k,"行业有发展,公司领导好,团队氛围赞,薪酬福利好"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,测试开发工程师（Python开发测试框架）,3-5年,本科,20k-30k,"测试开发,pytho,自动化测试,框架开发"
车好多旧机动车经纪(北京)有限公司,瓜子二手车直卖网,2000人以上,C轮,海淀区,云平台开发（python/Golang/C++),3-5年,本科,20k-35k,技术大牛，团队高效，发展空间大，待遇丰厚
北京易商迅达科技有限公司,易商迅达,15-50人,未融资,海淀区,985/211-JAVA/Python全栈中高级,5-10年,本科,25k-50k,"发展潜力大,升值空间大,股权,产业链"
北京水滴互联科技有限公司,水滴互助,500-2000人,A轮,朝阳区,Python爬虫工程师,3-5年,本科,15k-30k,"试用期不打,年底奖金,五险一金,周末双休"
华风象辑（北京）气象科技有限公司,象辑科技,50-150人,B轮,海淀区,Python后端开发工程师(BI部门）,3-5年,本科,20k-30k,"扁平化管理,13薪,项目奖,晋升空间大"
北京多来点信息技术有限公司,哗啦啦,500-2000人,不需要融资,西城区,Python测试工程师（自动化）,1-3年,本科,15k-25k,五险一金 年终奖金 带薪年假 节日福利
紫梧桐（北京）资产管理有限公司,蛋壳公寓,2000人以上,B轮,东城区,Python爬虫高级工程师,5-10年,本科,20k-40k,技术大牛
北京中科模识科技有限公司,模识科技,50-150人,未融资,昌平区,python爬虫工程师,1-3年,本科,6k-8k,爬虫工程师
迪原创新（北京）科技有限公司南京分公司,Dilato,150-500人,未融资,海淀区,shell/Python自动化测试,1-3年,本科,8k-12k,"外企环境,扁平管理,技术大牛,氛围轻松"
北京恒远鑫达投资管理有限公司,恒远鑫达,500-2000人,不需要融资,通州区,python爬虫工程师,不限,本科,10k-20k,"平台大,发展好,薪资高"
科达集团股份有限公司北京分公司,科达股份,500-2000人,上市公司,朝阳区,python爬虫工程师,5-10年,本科,18k-25k,"五险一金,定期团建,团队氛围,年底双薪"
北京大数医达科技有限公司,大数医达,15-50人,B轮,海淀区,数据挖掘工程师（python）,1-3年,硕士,15k-25k,"双休年终奖,五险一金,两餐补贴,试用期全薪"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,高级python爬虫工程师,3-5年,本科,25k-40k,"年终多薪,技术驱动,亿万用户"
北京金堤科技有限公司,天眼查,50-150人,A轮,海淀区,【校招】python数据分析实习生,应届毕业生,本科,2k-4k,诱人的平台超牛的技术超棒的领导健全的福利
北京网录科技有限公司,网录科技,50-150人,不需要融资,海淀区,高级软件工程师（算法/c++/go/python）,3-5年,本科,25k-50k,"五险一金,带薪假期,绩效奖金,不打卡"
北京桉桉投资管理有限公司,AA投资,150-500人,不需要融资,海淀区,高级后端开发（Java、Python）,5-10年,本科,20K-40K,"五险一金,妹纸大牛多,弹性,双休"
北京金风科创风电设备有限公司,金风科技,2000人以上,上市公司,大兴区,软件开发工程师（Java/Python）,应届毕业生,本科,10k-15k,"带薪年假,培训与健身,七险一金,节日福利"
北京艺富科技有限公司,艺富,15-50人,未融资,昌平区,Python/C++算法工程师,1-3年,本科,13k-26k,"五险一金,绩效奖金"
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,后端开发工程师（go/python/php),3-5年,本科,15k-30k,"弹性时间,资金充足"
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,大数据开发工程师（中高级）（python/c++）,1-3年,本科,20k-40k,带薪休假、出国旅行
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,技术专家/技术负责人（机器学习平台）,5-10年,本科,40k-60k,"大平台,核心团队,重点业务,大牛云集"
北京捷通华声科技股份有限公司,捷通华声,150-500人,不需要融资,海淀区,软件测试工程师（C++、java、python）,1-3年,本科,10k-20k,人工智能 项目奖金 半年调薪 技术大拿多
明睿（北京）资本管理有限公司,明睿资本,少于15人,不需要融资,西城区,量化开发工程师（Java/C++/Python方向,1-3年,本科,20k-30k,"五险一金,补充医疗,带薪年假,绩效工资"
掌上金服（天津）网络科技有限公司,掌上金服,15-50人,A轮,东城区,量化工程师（Java/C++/Python）,1-3年,本科,15K-30K,"钱多,要能力,有挑战,人工智能"
北京一览科技有限公司,一览科技,150-500人,B轮,朝阳区,高级Go工程师,3-5年,本科,20k-40k,"技术氛围好,福利待遇好"
蜂网供应链管理（上海）有限公司,蜂网,150-500人,不需要融资,昌平区,前端技术经理/总监,10年以上,不限,30k-50k,"14薪,带薪福利假,期权激励"
北京赤马网络科技有限公司,赤马学院,少于15人,未融资,海淀区,开发培训讲师（java、c++、python）,不限,不限,40k-80k,"自己创业,多劳多得,无时空限制,兼职或全职"
北京新工场投资顾问有限公司,她理财,50-150人,A轮,朝阳区,Go工程师,1-3年,本科,20k-35k,互联网金融 无天花板 六险一金 期权激励
广州小狗机器人技术有限公司北京分公司,小狗机器人,150-500人,不需要融资,朝阳区,全栈工程师（go/python/php),1-3年,本科,10k-20k,"弹性时间,资金充足"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,业务测试技术专家(外卖测试组-北京总部),不限,本科,15k-20k,发展平台佳；发展机会多；工作氛围轻松
古点投资有限公司,古点 (dotcom),50-150人,不需要融资,海淀区,服务端工程师(go语言）,1-3年,本科,12k-18k,"办公环境好,带薪年假,福利多,五险一金"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,安全研发工程师,3-5年,本科,15k-30k,"团队年轻,技术氛围好,待遇好,成长快"
完美世界（北京）软件科技发展有限公司,完美世界,2000人以上,上市公司,朝阳区,TA技术美术（游戏）(4724),5-10年,本科,20k-30k,"上市公司,待遇高,福利多,空间大"
缤刻普锐（北京）科技有限责任公司,有品 PICOOC,50-150人,B轮,西城区,后端研发经理/总监,5-10年,本科,40k-60k,"高管职位,晋升空间大,福利优厚,个人价值高"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,高级后端开发工程师（技术架构方向）,3-5年,本科,15k-30k,福利待遇丰厚 发展空间大
支付宝(杭州)信息技术有限公司,蚂蚁金服集团,2000人以上,B轮,朝阳区,高级算法研发工程师/专家,3-5年,本科,25k-50k,发展前景 阿里系
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,数据分析高级技术经理（计算广告方向）,3-5年,本科,20k-40k,"平台高,机会多,氛围好"
北京读我科技有限公司,伴鱼口语,150-500人,C轮,朝阳区,服务器资深研发工程师--技术经理方向,3-5年,本科,40k-60k,"高薪,期权,福利好"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,容器研发工程师,1-3年,本科,20k-40k,"免费三餐,免费班车,下午茶,节日福利"
中国搜索信息科技股份有限公司,中国搜索,500-2000人,不需要融资,东城区,技术流程开发工程师,1-3年,本科,15k-25k,"国企,福利好,大平台"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,高级软件开发工程师,5-10年,不限,30k-50k,"500强,平台大,机会多,福利好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,Golang开发工程师-平台技术(J170525466),不限,不限,15k-25k,广阔平台、极速成长、诱人福利
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,搜狗云表情-高级开发工程师,3-5年,本科,20k-40k,"搜狗云表情,全新项目,业务发展快,团队精英"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,运维开发工程师,3-5年,本科,15k-30k,"挑战,机会,自由,技术氛围浓"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,规划与控制研发工程师(J170816011),3-5年,本科,25k-50k,广阔平台、急速成长、诱人福利
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,算法开发工程师,3-5年,不限,20k-40k,弹性工作时间
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Window开发工程师,3-5年,本科,20k-40k,"免费三餐,住房补贴,休闲下午茶,弹性工作"
深圳佑驾创新科技有限公司,MINIEYE,150-500人,A轮,海淀区,服务端开发工程师,3-5年,本科,18k-35k,"无人驾驶,海归团队,车厂合作,股份期权"
北京快如科技有限公司,快如科技,50-150人,A轮,朝阳区,安全研发工程师,3-5年,本科,20k-30k,"六险一金,技术大牛,福利超多,氛围好"
轻客智能科技（江苏）有限公司,MYNTAI小觅智能,50-150人,A轮,朝阳区,ROS开发工程师,1-3年,本科,18k-30k,"发展空间大,快速发展期,团队氛围好,薪资优越"
北京读我科技有限公司,伴鱼口语,150-500人,C轮,朝阳区,Linux资深研发--技术经理方向(J10101),5-10年,本科,50k-100k,"产品牛,氛围好,团队好,福利高"
北京智分科技有限公司,NewsJet,50-150人,不需要融资,海淀区,服务端开发工程师,1-3年,本科,25k-45k,"Geek范,清华系,福利待遇好,股票期权"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,平台开发工程师,3-5年,本科,20k-35k,"TOP金融,核心项目,技术氛围好,弹性工时"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,效率平台研发工程师,5-10年,本科,20k-40k,"牛人多,福利好,环境好"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,搜狗云表情-高级开发工程师,3-5年,本科,20k-35k,"搜狗云表情,业务发展快,团队经验"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,系统研发高级开发工程师,3-5年,本科,30k-50k,"15薪,大平台,三餐免费,健身房"
北京金山软件有限公司,金山办公软件,2000人以上,上市公司,海淀区,服务端开发工程师,1-3年,本科,10k-20k,"免费三餐,免费下午茶,六险一金,各种团建"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,AI后端研发工程师,3-5年,本科,15k-30k,"人工智能,独角兽企业,技术大牛多,工作氛围好"
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深大数据开发工程师,5-10年,本科,25k-50k,"技术大牛,大数据,高成长,发展空间"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,地图研发工程师(J170816010),3-5年,本科,25k-50k,广阔平台、急速成长、诱人福利
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深算法开发工程师/技术专家,3-5年,硕士,25k-50k,"免费班车,绩效奖金"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Window开发工程师,3-5年,本科,20k-40k,六险一金，弹性工作，免费三餐，租房补贴
北京长亭科技有限公司,长亭科技,150-500人,B轮,海淀区,系统研发工程师,1-3年,本科,18k-36k,"带薪年假,工作餐,五险一金,无限零食"
北京市商汤科技开发有限公司,商汤科技,2000人以上,C轮,海淀区,AI平台开发工程师/技术经理,5-10年,本科,25k-50k,"核心部门,技术大牛,技术挑战大,空间大"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,平台开发工程师,3-5年,本科,20k-35k,"大平台,优秀团队"
北京搜狗科技发展有限公司,搜狗,2000人以上,上市公司,海淀区,商业数据开发-资深开发工程师,5-10年,本科,30k-50k,"技术大牛,年轻有朝气"
北京摩点会想科技有限公司,摩点网,50-150人,A轮,朝阳区,go语言高级开发工程师,3-5年,本科,20k-30k,"新三板上市,六险一金,带薪假期,年底奖金"
银客未来科技（北京）有限公司,INK 银客集团,500-2000人,C轮,海淀区,架构开发工程师,3-5年,不限,15k-30k,"弹性工作制,免费下午茶,七险一金,绩效奖金"
北京音娱时光科技有限公司,音娱时光,50-150人,A轮,海淀区,高级后端研发工程师,3-5年,本科,20k-40k,"年底双薪,绩效奖金,带薪年假,股票期权"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,策略工程研发工程师,1-3年,本科,30k-50k,"15薪,免费三餐,健身房,超大平台"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,业务服务端开发工程师,3-5年,本科,20k-40k,"周末双休,免费体检,氛围轻松"
北京小年糕互联网技术有限公司,小年糕,150-500人,C轮,海淀区,运维&amp;开发工程师,3-5年,本科,25k-40k,不打卡 顶级VC投资 牛人多 前景好
广州哲品家居用品有限公司,哲品,150-500人,未融资,朝阳区,后端开发工程师 | 技术Leader,3-5年,本科,20k-40k,"五险一金,周末双休,绩效奖金,带薪年假"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,数据分析专家/数据工程专家(J180326017),5-10年,本科,20k-35k,快速发展 诱人福利
北京拉勾网络技术有限公司,拉勾网,500-2000人,D轮及以上,海淀区,高级/资深测试开发工程师,5-10年,本科,23k-45k,"技术大牛,技术挑战,职场精英,晋升空间"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,LBS算法工程师/技术专家,3-5年,本科,30k-60k,"优秀团队,弹性工作,发展空间,战略业务"
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,资深服务端开发工程师,不限,本科,30k-50k,六险一金，弹性工作，免费三餐，租房补贴
北京小年糕互联网技术有限公司,小年糕,150-500人,C轮,海淀区,高级后端开发工程师,3-5年,本科,25k-40k,"快速成长,价值实现,专家同事"
瞬联软件科技（北京）有限公司,瞬联软件科技（北京）有限公司,500-2000人,不需要融资,朝阳区,初中级云计算开发工程师,不限,本科,10k-20k,"500强外,七险一金,双休不打卡,弹性工作制"
北京志凌海纳科技有限公司,SmartX,50-150人,B轮,海淀区,时光机研发工程师,不限,本科,20k-40k,"团队好,大牛多"
北京互连众信科技有限公司,资产360,500-2000人,D轮及以上,朝阳区,高级大数据开发工程师,3-5年,本科,20k-30k,"不打卡,大咖多,临地铁"
北京领主科技有限公司,领主,15-50人,A轮,海淀区,后端开发工程师,1-3年,本科,20k-40k,"新技术,新方向,牛逼团队"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,信号处理研发工程师,5-10年,本科,30k-45k,"五险一金,扁平化管理,弹性时间,技术优势"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,AI技术验证高级工程师,3-5年,硕士,25k-50k,"大平台,超棒团队,超赞福利,五险一金"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,策略工程研发工程师,1-3年,本科,20k-40k,"15薪,13天年假,逢节必过,免费三餐"
深圳市有鱼智能科技有限公司,有鱼智能科技,150-500人,上市公司,朝阳区,量化交易开发高级工程师,3-5年,本科,28k-45k,"BAT团队,扁平管理,极客文化,上市券商"
北京易数科技有限公司,GrowingIO,150-500人,A轮,朝阳区,移动端测试开发工程师,3-5年,本科,20k-30k,期权激励、硅谷文化、牛人共事、技术驱动
深圳天宏迅联科技发展有限公司,天宏迅联,50-150人,不需要融资,海淀区,高级运维开发工程师/运维开发经理,5-10年,本科,25k-45k,"氛围轻松,福利多多,弹性工作,高额期权"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,高级后端研发工程师(J170807022),3-5年,本科,25k-37k,优秀团队 高度挑战 福利丰厚
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,大数据开发工程师,3-5年,本科,25k-50k,"免费三餐,住房补贴,休闲下午茶,弹性工作"
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据仓库开发工程师,3-5年,本科,30k-50k,"核心业务,高速发展期,牛人聚集"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,云平台开发工程师,3-5年,本科,18k-25k,弹性工时 带薪年假
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,后端开发工程师,3-5年,本科,20k-40k,"六险二金,免费三餐,带薪年假,十五薪"
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,后端工程师（模块）,不限,本科,15k-30k,"硅谷大牛带,晋升空间大,锻炼机会多,前沿科技"
北京读我科技有限公司,伴鱼口语,150-500人,C轮,朝阳区,web高级研发工程师(J10002),5-10年,本科,30k-50k,"产品牛,氛围好,团队好,福利高"
北京主线科技有限公司,主线科技,15-50人,天使轮,海淀区,软件开发工程师,应届毕业生,本科,15k-30k,"核心岗位,竞争力薪酬,行业前景好"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,2018秋季校园招聘-算法研发工程师,不限,本科,10k-20k,"期权,专业培训,国外旅游"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,资深后端开发工程师,3-5年,本科,25k-40k,"免费午餐,年底多薪,带薪年假,带薪病假"
北京汉迪移动互联网科技股份有限公司,iHandy,150-500人,不需要融资,海淀区,高级服务器开发工程师,3-5年,本科,25k-50k,"六险一金,硅谷式办公,弹性工作制,时令水果"
沪江教育科技（上海）股份有限公司,沪江,500-2000人,D轮及以上,海淀区,人工智能开发工程师 (MJ000667),1-3年,本科,25k-50k,免费零食 技术大牛 上市前夜
清枫（北京）科技有限公司,Max+&小黑盒,50-150人,A轮,朝阳区,后台开发工程师,不限,本科,15k-25k,北大博士创业团队，发展迅速，丰厚期权
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,资深服务端开发工程师,5-10年,本科,25k-50k,"技术,团队,平台"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,Feed流策略研发工程师,1-3年,本科,15k-30k,"年底双薪,带薪年假,专人培养,技术氛围好"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,资深后端开发工程师(J180906015),3-5年,本科,20k-40k,广阔平台、急速成长、诱人福利
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,Serverless/FaaS 研发工程师,不限,本科,30k-60k,六险一金，免费三餐，租房补贴
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,资深数据研发工程师,3-5年,本科,30k-45k,平台大
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,策略工程研发工程师,1-3年,本科,20k-40k,"扁平管理,六险二金,免费三餐,弹性工作"
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,网络开发工程师,不限,不限,15k-30k,"节日补助,班车饭补,气氛活跃"
北京睿企信息科技有限公司,北京睿企信息科技有限公司,15-50人,A轮,朝阳区,后端开发工程师,不限,本科,15k-30k,"技术大牛,免费午餐,丰富团建,薪酬潜力股"
北京安为科技有限公司,北京安为科技有限公司,15-50人,未融资,海淀区,软件开发工程师,1-3年,本科,6k-10k,"五险一金,带薪年假,集体活动多,多次调薪等"
爱赛因斯（北京）科技有限公司,PMCAFF产品经理社区,15-50人,A轮,朝阳区,资深GO开发工程师,5-10年,本科,20k-40k,"行业发展好,项目前景,技术提升"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,Devops开发工程师,3-5年,不限,20k-40k,"500强,大平台,福利好,牛人多"
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,搜索技术主管（技术负责人）,5-10年,本科,25k-50k,"发展空间大,工作氛围好,福利待遇好"
北京音娱时光科技有限公司,音娱时光,50-150人,A轮,海淀区,高级后端研发工程师,3-5年,本科,25k-50k,"年底双薪,绩效奖金,带薪年假,股票期权"
北京易数科技有限公司,GrowingIO,150-500人,A轮,朝阳区,高级前端开发工程师 - 平台组,3-5年,本科,25k-40k,硅谷风格
北京花生便利科技有限公司,便利24,150-500人,未融资,朝阳区,Azure云端后台开发工程师,1-3年,本科,15k-30k,"周末双休,年底双薪,五险一金"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,研究软件开发工程师,3-5年,本科,25k-50k,核心团队
北京杰思安全科技有限公司,Majorsec,15-50人,A轮,朝阳区,驱动开发工程师,5-10年,本科,15k-25k,"创业公司,弹性工作,期权奖励,扁平管理"
北京嘀嘀无限科技发展有限公司,滴滴出行,2000人以上,不需要融资,海淀区,算法研发高级工程师,3-5年,本科,20k-40k,高级研发
北京字节跳动科技有限公司,字节跳动,2000人以上,C轮,海淀区,服务端开发工程师,3-5年,本科,20k-40k,六险一金，高薪期权，弹性工作，免费三餐
北京三快在线科技有限公司,美团点评,2000人以上,D轮及以上,朝阳区,数据开发工程师,3-5年,本科,30k-45k,"平台好,快速发展,空间大,核心岗位"
贝壳找房（北京）科技有限公司,贝壳,2000人以上,C轮,海淀区,数据研发工程师,3-5年,本科,20k-40k,"六险二金,免费三餐,带薪年假,十五薪"
北京杰思安全科技有限公司,Majorsec,15-50人,A轮,朝阳区,驱动开发工程师,5-10年,本科,15k-25k,"创业公司,弹性工作,期权奖励,扁平管理"
北京慕华信息科技有限公司,学堂在线,150-500人,B轮,海淀区,系统开发工程师,3-5年,本科,15k-25k,"五险一金,生日会,弹性工时,团队氛围好"
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,后端工程师（工具）,不限,本科,15k-30k,"硅谷大牛带,晋升空间大,锻炼机会多,前沿科技"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,大兴区,分布式存储高级研发工程师,5-10年,本科,20k-40k,"五险一金,大平台"
清枫（北京）科技有限公司,Max+&小黑盒,50-150人,A轮,朝阳区,后台开发工程师,不限,本科,15k-25k,北大博士创业团队，发展迅速，丰厚期权
北京小年糕互联网技术有限公司,小年糕,150-500人,C轮,海淀区,后端开发工程师或负责人,1-3年,本科,20k-40k,"指数增长,学习成长,价值实现,专家同事"
