公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,工资,职位福利
北京作业盒子科技有限公司,作业盒子,500-2000人,C轮,朝阳区,OCR算法工程师,不限,硕士,15k-30k,"平台大,技术牛,发展快,福利好"
轻客智能科技（江苏）有限公司,MYNTAI小觅智能,50-150人,A轮,朝阳区,机器人图像算法工程师,1-3年,本科,15k-20k,"上升空间大,福利待遇好,弹性工作制,平台发展快"
北京八分量信息科技有限公司,八分量,15-50人,天使轮,海淀区,高级算法工程师（区块链方向）,5-10年,硕士,30k-50k,"五险一金,股权期权,带薪年假,多次调薪"
北京来也网络科技有限公司,助理来也,50-150人,B轮,海淀区,资深算法工程师（个性化推荐方向）(0264),不限,本科,40k-80k,"人工智能,发展前景好,扁平化管理,六险一金"
北京车和家信息技术有限责任公司,车和家,2000人以上,B轮,朝阳区,自动驾驶算法研发工程师-感知融合方向,3-5年,硕士,20k-40k,"扁平化管理,工作氛围好,六险一金,公司发展好"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,信贷模型算法工程师,3-5年,硕士,25k-50k,"优秀团队,要求高"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,声学模型算法工程师,1-3年,硕士,18k-36k,"AI,算法,声学"
唐山正信制冷设备维修有限公司,正信,50-150人,未融资,东城区,图像处理算法工程师,不限,本科,25k-50k,弹性制
玖富金科控股集团有限责任公司,玖富集团,2000人以上,D轮及以上,朝阳区,反欺诈（数据/算法）,5-10年,硕士,25k-50k,算法
北京华捷艾米科技有限公司,华捷艾米,150-500人,C轮,海淀区,手势识别算法工程师,3-5年,硕士,15k-25k,"五险一金,弹性工作,领导很好,技术氛围"
北京睿企信息科技有限公司,北京睿企信息科技有限公司,15-50人,A轮,朝阳区,机器学习算法开发工程师,1-3年,本科,20k-30k,"技术大牛,丰富团建,免费午餐,薪酬潜力股"
北京创新工场旷视国际人工智能技术研究院有限公司,创新工场AI工程院,150-500人,未融资,海淀区,医学影像算法高级工程师（医疗）,5-10年,本科,30k-50k,"发展空间大,技术前沿,综合提升,资源广泛"
互动峰科技(北京)有限公司,好大夫在线,500-2000人,D轮及以上,朝阳区,图像算法工程师,3-5年,本科,30k-60k,"大公司,大平台,机会多,空间大"
江苏曲速教育科技有限公司,极课大数据,150-500人,C轮,朝阳区,图像算法工程师,3-5年,硕士,25k-50k,高薪
上海任意门科技有限公司,Soul App,50-150人,B轮,东城区,推荐算法实习生,应届毕业生,硕士,10k-15k,"高薪资,上升空间,核心业务,快速发展"
南京蓝鲸人网络科技有限公司,美篇,50-150人,B轮,海淀区,反作弊算法工程师,3-5年,本科,25k-50k,"亿级用户量,超扁平管理,团队氛围好,高薪高福利"
北京万荣世纪科技有限公司,万荣世纪,150-500人,天使轮,朝阳区,图像算法工程师,1-3年,本科,25k-50k,"六险一金,大牛多,股票期权"
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,推荐算法工程师,3-5年,本科,25k-40k,"新项目,成长空间大"
北京纯粹旅行有限公司,皇包车,150-500人,C轮,朝阳区,推荐算法研发经理/技术负责人,3-5年,硕士,50k-100k,"六险一金,餐补,交通补助,带薪事假"
北京达佳互联信息技术有限公司,快手,500-2000人,D轮及以上,海淀区,音频算法质量工程师,5-10年,本科,20k-40k,"产品超赞,行业大牛多,薪酬福利"
盛和（北京）资讯科技有限公司,盛和资讯,15-50人,A轮,海淀区,数据统计分析及优化算法实习生,应届毕业生,硕士,4k-8k,"发展前景,挑战性强"
智车优行科技（北京）有限公司,奇点汽车,150-500人,C轮,朝阳区,无人驾驶车身控制算法,不限,本科,15k-25k,五险一金 午餐补助 扁平管理 带薪年假
上海基分文化传播有限公司,趣头条,500-2000人,上市公司,海淀区,算法测试,3-5年,本科,10k-20k,"六险一金,技术大咖"
爱笔（北京）智能科技有限公司,Aibee,50-150人,天使轮,海淀区,计算机视觉算法实习生,应届毕业生,硕士,6k-10k,初创公司
北京零秒科技有限公司,零秒科技,15-50人,A轮,海淀区,NLP算法研究员,3-5年,硕士,30k-55k,"丰厚期权,硅谷文化,独立带队,人工智能"
北京顺丰同城科技有限公司,顺丰同城科技,500-2000人,不需要融资,海淀区,新物流算法工程师,1-3年,本科,20k-40k,"互联网背景,工作环境好,七险一金,年轻化团队"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,资深推荐算法工程师,3-5年,本科,40k-80k,全额试用期 免费三餐 弹性工作 健身房等
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,图像算法工程师(15亿用户)(TJXT),3-5年,本科,25k-50k,"弹性工作,技术驱动,千万级用户,福利待遇"
北京小米科技有限责任公司,小米,2000人以上,D轮及以上,海淀区,高级机器学习算法工程师,3-5年,硕士,30k-45k,"重点业务,高标准,海量用户"
北京梯易易科技有限公司,梯易易,50-150人,不需要融资,朝阳区,【TEE AI LAB】计算机视觉算法工,3-5年,硕士,30k-50k,五险一金 节日福利 项目奖金
北京京东世纪贸易有限公司,京东物流,2000人以上,上市公司,大兴区,深度学习/图像处理 算法工程师,3-5年,硕士,30k-60k,"大平台,顶级教授,全球视野,高福利"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,策略算法高级工程师（共享出行）,3-5年,本科,25k-40k,"稳定的平台,工作氛围好,发展前景大"
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,机器学习算法研究员,不限,本科,25k-50k,前沿
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,风控算法总监,5-10年,本科,50k-70k,"七险一金,核心项目,丰厚福利,高新企业"
北京世纪好未来教育科技有限公司,好未来,2000人以上,上市公司,海淀区,题库产品部-OCR算法工程师,3-5年,硕士,30k-50k,"六险一金,节日福利,各类大咖,年底双薪"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,图像算法工程师,不限,本科,15k-30k,"年底双薪,技术氛围好,带薪年假"
北京融联世纪信息技术有限公司,融360,500-2000人,D轮及以上,海淀区,2019校招-数据算法工程师,应届毕业生,本科,20k-22k,"团队专业,锻炼能力,成长快"
深圳市因斯旗自动化设备有限公司,因斯旗,150-500人,未融资,海淀区,算法内核优化工程师,3-5年,硕士,30k-50k,"绩效奖金,平台大,带薪年假,五险一金"
北京中科虹霸科技有限公司,中科虹霸,50-150人,C轮,海淀区,图像处理算法实习生,应届毕业生,硕士,4k-6k,有学习提升机会，高薪酬好福利
北京联拓世纪管理咨询有限公司,联拓世纪,50-150人,未融资,朝阳区,图像算法工程师,3-5年,本科,35k-70k,"图像处理,计算机视觉"
北京百家互联科技有限公司,跟谁学,500-2000人,A轮,海淀区,OCR算法工程师,3-5年,本科,25k-50k,"弹性工作,六险一金,餐补饭补,带薪年假"
北京森特时代科技有限公司,森特时代,少于15人,未融资,东城区,语音识别算法工程师,1-3年,本科,15k-25k,"初创公司,期权福利,知名上市公,司创始团队"
北京博美科技有限公司,博美科技,150-500人,未融资,朝阳区,视觉算法,不限,本科,25k-50k,"深度学习,计算机视觉,机器学习,最优化方法"
北京融邦汇聚科技有限公司,融汇,15-50人,A轮,朝阳区,算法工程师（计算机视觉）,不限,硕士,20k-40k,"6险一金,弹性工作,周末双休,出国团建"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,数据挖掘算法工程师-反作弊方向,3-5年,本科,15k-30k,"技术大牛,上升空间,福利齐全"
北京转转精神科技有限责任公司,转转,500-2000人,A轮,海淀区,搜索/推荐算法工程师,3-5年,本科,25k-45k,"六险一金,弹性工作,成长空间大,薪酬高"
北大方正信息产业集团有限公司,北大方正信产集团,2000人以上,上市公司,海淀区,机器写作算法工程师,不限,博士,25k-30k,"学习氛围浓,团队背景好,地理位置佳,博士后站"
北京极智嘉科技有限公司,极智嘉,500-2000人,B轮,朝阳区,系统研发部-数据算法实习生,应届毕业生,本科,4k-7k,"弹性工作,免费果茶"
广州酷狗计算机科技有限公司,酷狗音乐,500-2000人,不需要融资,朝阳区,ZBBU-图像处理算法工程师,不限,本科,20k-40k,"六险一金,绩效奖金,13薪,餐补等"
第四范式（北京）技术有限公司,第四范式,500-2000人,B轮,海淀区,图像算法,1-3年,硕士,25k-50k,"人工智能,大牛超多,晋升空间,各种福利"
新奥特(北京)视频技术有限公司,新奥特视频,500-2000人,不需要融资,海淀区,算法工程师（图像处理）,3-5年,硕士,20k-30k,"六险一金,年度出游,带薪病假,节假日福利"
北京趣拿软件科技有限公司,去哪儿网,2000人以上,不需要融资,海淀区,算法策略产品经理—平台事业部(J13198),3-5年,本科,15k-30k,"十天年假,六险一金,年终多薪"
大鱼快乐有限公司,阿里文娱,2000人以上,上市公司,朝阳区,阿里UC事业部-算法策略产品专家-北京/广州,3-5年,本科,15k-30k,阿里平台
北京搜狐新媒体信息技术有限公司,搜狐集团,2000人以上,上市公司,海淀区,【社招】【搜狐大数据中心】推荐算法专家,1-3年,本科,20k-40k,15天带薪年假+不定期TB+部门零食
北京一维弦科技有限责任公司,一维弦,15-50人,A轮,海淀区,机器人算法工程师,不限,博士,30k-50k,基本薪资 + 奖金/提成 + 期权
北京趣寻科技有限责任公司,趣寻科技（Quxun Inc.）,50-150人,B轮,海淀区,推荐策略算法工程师,1-3年,本科,15k-30k,团队氛围好
北京网梯科技发展有限公司,网梯科技,150-500人,未融资,海淀区,算法工程师语音识别,3-5年,本科,20k-30k,福利待遇优厚
新石器龙码（北京）科技有限公司,新石器科技,50-150人,A轮,朝阳区,图像算法高级工程师,1-3年,本科,15k-30k,"14薪,五险一金,补充医疗,餐补"
特斯联（北京）科技有限公司,特斯联,150-500人,B轮,朝阳区,图像算法工程师,不限,硕士,15k-25k,"薪资,环境"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度地图智能交通高级算法工程师,1-3年,硕士,20k-40k,"待遇好,平台高"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,计算机视觉算法工程师,3-5年,本科,20k-40k,薪酬福利好
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,机器学习算法工程师,3-5年,硕士,25k-50k,"技术大牛,发展空间大,商业落地"
北京中电普华信息技术有限公司,中电普华,500-2000人,不需要融资,海淀区,高级研发工程师（大数据算法研究）,3-5年,硕士,10k-20k,"国企,大平台,福利好,机会多"
北京嘉恒中自图像技术有限公司,嘉恒图像,50-150人,不需要融资,海淀区,图像算法工程师,1-3年,本科,10k-20k,福利待遇，发展前景
鼎力联合（北京）科技有限公司,赛格威机器人,50-150人,C轮,海淀区,机器视觉算法工程师 &nbsp;,3-5年,本科,25k-50k,"黑科技,牛人团队,智能机器人,创新"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,视觉算法工程师,1-3年,本科,25k-50k,发展平台 免费三餐 福利待遇
掌阅科技股份有限公司,掌阅,500-2000人,上市公司,朝阳区,算法工程师(NLP自然语言处理),3-5年,本科,30k-60k,"六险一金,带薪年假,交通补助,餐费补助"
北京猎户星空科技有限公司,猎户星空,500-2000人,A轮,朝阳区,图像算法集成,5-10年,本科,20k-40k,"高速发展,绩效奖金,弹性工作,开放透明"
北京玩在一起科技有限公司,玩加电竞,15-50人,A轮,朝阳区,推荐算法实习生,应届毕业生,本科,4k-8k,"技术大牛,水果零食"
北京旷视科技有限公司,Face++,500-2000人,C轮,海淀区,AI算法测试开发工程师,1-3年,本科,15k-30k,大牛云集
马上消费金融股份有限公司,马上金融,2000人以上,不需要融资,朝阳区,语音识别算法研究员,3-5年,本科,40k-60k,人工智能研究院 年底双薪
北京首汽智行科技有限公司,GoFun,500-2000人,B轮,朝阳区,图像算法工程师,3-5年,本科,25k-50k,"发展前景好,平台稳定,领导好,互联网文化"
凡普金科集团有限公司,凡普金科,2000人以上,不需要融资,东城区,算法工程师（机器学习方向）,3-5年,本科,25k-50k,"扁平架构,发展空间"
行吟信息科技（上海）有限公司,小红书,500-2000人,D轮及以上,朝阳区,计算机视觉算法工程师（北京）,3-5年,本科,20k-35k,绩效奖金
上海任意门科技有限公司,Soul App,50-150人,B轮,海淀区,图像图像算法工程师（北京）,1-3年,本科,20k-40k,"前沿技术,朝阳产业,薪资高,期权奖励"
深圳势必可赢科技有限公司,SpeakIn,50-150人,B轮,海淀区,声纹识别算法工程师,1-3年,本科,15k-30k,"顶级大牛,人工智能,海归团队,IDG领投"
北京东方车云信息技术有限公司,易到用车,500-2000人,D轮及以上,东城区,策略算法运营,3-5年,本科,15k-25k,"弹性工作制,福利年假,补充医疗"
三角兽（北京）科技有限公司,三角兽科技,50-150人,A轮,朝阳区,自然语言处理及机器学习算法工程师,1-3年,本科,20k-40k,"五险一金,各种补贴,居住证零食,出国游"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,中高级图像算法工程师,1-3年,硕士,20k-40k,"氛围好,晋升空间大,五险一金,员工旅游"
天津远度科技有限公司,远度,50-150人,不需要融资,海淀区,控制算法工程师（应届生可解决北京户口）,应届毕业生,硕士,10k-20k,"五险一金,年终奖,带薪年假,超长春节假"
中国科学院信息工程研究所,中科院信工所,500-2000人,不需要融资,海淀区,大数据算法工程师,应届毕业生,硕士,7k-12k,"户口,发展前景"
北京智慧星光信息技术有限公司,智慧星光,500-2000人,不需要融资,海淀区,nlp算法工程师,不限,本科,20k-40k,"行业第一,大数据,五险一金,环境好"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,算法工程师（反作弊方向）,3-5年,本科,18k-35k,"五险一金,带薪年假,节假日福利,补充医疗险"
北京智者天下科技有限公司,知乎,500-2000人,D轮及以上,海淀区,机器学习算法工程师,不限,本科,20k-40k,24小时健身房 游泳馆 三餐
北京行动智能科技有限公司,行动智能,15-50人,不需要融资,海淀区,机器人轨迹规划算法工程师,1-3年,硕士,8k-16k,"人工智能,机器人,创业公司,slam"
深圳天宏迅联科技发展有限公司,天宏迅联,50-150人,不需要融资,海淀区,图像处理算法工程师(OpenCV方向),1-3年,本科,10k-20k,"大咖云集,前沿技术,福利多多,产品前景广"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,高德-数据挖掘&amp;机器学习算法资深工程师/技术专家,1-3年,本科,22k-44k,数据赋能
北京花生便利科技有限公司,便利24,150-500人,未融资,朝阳区,机器视觉算法工程师,3-5年,本科,15k-25k,"周末双休,五险一金,年底双薪"
团博百众（北京）科技有限公司,折800,500-2000人,C轮,西城区,算法工程师（提供北京户口，求18应届硕士）,应届毕业生,硕士,12k-16k,北京户口
腾讯科技(深圳)有限公司,腾讯,2000人以上,上市公司,海淀区,SA-腾讯社交广告算法工程师（北京）,3-5年,硕士,30k-50k,"大平台,大空间"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,高级图像算法工程师（手机移动端）,1-3年,硕士,30k-60k,"提升空间大,领导好,能力提升,员工旅游"
开易（北京）科技有限公司,开易科技,50-150人,A轮,,图像算法工程师,3-5年,硕士,30k-60k,五险一金，双休，13薪，年终奖，年终期权
北京中科虹霸科技有限公司,中科虹霸,50-150人,C轮,海淀区,图像处理算法工程师,1-3年,硕士,15k-30k,弹性上下班 领导好 五险一金
便利蜂商贸有限公司,便利蜂,2000人以上,不需要融资,朝阳区,深度学习算法工程师(J10429),3-5年,本科,25k-50k,发展空间
北京币世界网络科技有限公司,币世界,150-500人,A轮,朝阳区,数据挖掘算法工程师,3-5年,硕士,35k-70k,"地铁周边,零食水果,福利优厚,五险一金"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,NLP算法工程师,5-10年,硕士,50k-100k,"京东,NLP"
北京作业盒子科技有限公司,作业盒子,500-2000人,C轮,朝阳区,自然语言理解算法专家 (MJ001396),3-5年,硕士,30k-60k,"发展快,平台大,技术牛,氛围好"
玖富金科控股集团有限责任公司,玖富集团,2000人以上,D轮及以上,朝阳区,机器学习算法工程师,1年以下,硕士,20k-40k,"算法,机器学习"
北京创智优品科技有限公司,Zenjoy,150-500人,不需要融资,东城区,【校招】机器学习算法工程师,应届毕业生,本科,12k-20k,"大牛带飞,午晚餐,六险一金,国外旅行"
智车优行科技（北京）有限公司,奇点汽车,150-500人,C轮,朝阳区,SLAM算法工程师,1-3年,硕士,15k-30k,自动驾驶 ADAS 人工智能
北京比特大陆科技有限公司,比特大陆,150-500人,不需要融资,海淀区,FPGA算法工程师-北京-01230,不限,本科,20k-40k,"数字货币,芯片设计,AI"
高德软件有限公司,阿里巴巴-高德,2000人以上,上市公司,朝阳区,算法工程师机器学习,3-5年,本科,30K-60K,阿里旗下子公司
上海蔚来汽车有限公司,NIO蔚来,2000人以上,D轮及以上,朝阳区,自然语言理解算法实习生,应届毕业生,硕士,6k-8k,"技术大牛集,环境赞,氛围融洽,福利多多"
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,机器人仿真算法工程师,不限,本科,20k-40k,"机器人公司,弹性工作,团队年轻,智能硬件"
北京百家互联科技有限公司,跟谁学,500-2000人,A轮,海淀区,NLP算法工程师,3-5年,本科,25k-50k,"弹性工作,六险一金,餐补饭补,带薪年假"
银河水滴科技（北京）有限公司,水滴科技,50-150人,A轮,海淀区,算法工程师（自动驾驶）,不限,硕士,15k-30k,"晋升空间大,大牛带你飞,超长年假"
北京阿丘科技有限公司,阿丘科技,50-150人,A轮,海淀区,机器人算法工程师,不限,本科,15k-30k,"大牛众多,前景广阔,技术氛围好"
普信恒业科技发展（北京）有限公司,宜信,2000人以上,上市公司,朝阳区,NLP算法工程师,3-5年,本科,30k-40k,"上市公司,大牛团队,美女如云,薪酬福利好"
北京蚂蜂窝网络科技有限公司,马蜂窝,500-2000人,D轮及以上,朝阳区,推荐算法工程师,1-3年,本科,20k-30k,海量数据，亿级用户，技术大牛
创新奇智（北京）科技有限公司,创新奇智,50-150人,天使轮,海淀区,机器学习算法总监,5-10年,硕士,50k-80k,"顶尖大牛,免费午餐,商业资源多,不打卡"
北京汇行科技有限公司,妙计旅行,150-500人,B轮,东城区,C++算法工程师,1-3年,本科,12k-24k,"大牛带队,包三餐,成长空间大"
志诺维思（北京）基因科技有限公司,志诺维思,50-150人,A轮,海淀区,算法工程师（机器学习方向）,不限,本科,15k-30k,"前沿领域,大牛团队,工作环境好,健身房"
北京大米未来科技有限公司,VIPKID,2000人以上,D轮及以上,东城区,语音识别算法工程师(ASR),3-5年,本科,25k-45k,"发展空间大,公司前景好,扁平化管理,氛围好"
凤凰飞扬（北京）新媒体信息技术有限公司,凤凰网,2000人以上,上市公司,朝阳区,推荐算法工程师-北京-01295,3-5年,本科,15k-25k,"免费早餐,免费班车,环境好评,福利多多"
岩心科技（深圳）有限公司,AKULAKU,500-2000人,C轮,朝阳区,机器学习算法leader（北京）,3-5年,本科,40k-60k,"国际化团队,团队负责人,年终丰厚,平台大"
北京深睿博联科技有限责任公司,深睿医疗,150-500人,B轮,海淀区,NLP算法,1-3年,硕士,20k-40k,"大牛,人性化管理,靠谱团队,技术氛围好"
北京福易得信息技术有限公司,福易得,150-500人,未融资,朝阳区,视觉算法工程师,1-3年,本科,30k-60k,"五险一金,免费班车,免费三餐"
北京盈迪曼德科技有限公司,INDEMIND,15-50人,不需要融资,朝阳区,计算机视觉算法工程师（实习）,不限,硕士,4k-6k,"技术领先,大牛带队,研发氛围,扁平管理"
奇虎360科技有限公司,360,2000人以上,上市公司,朝阳区,视觉算法工程师,3-5年,本科,20k-40k,"顶级团队,行业交流,技术氛围"
北大方正信息产业集团有限公司,北大方正信产集团,2000人以上,上市公司,海淀区,媒体大数据—算法工程师（方正信产）(J12486),应届毕业生,博士,20k-25k,大平台、高自由度、大牛带队、福利好
微梦创科网络科技（中国）有限公司,新浪微博,2000人以上,上市公司,海淀区,推荐算法研发工程师,不限,本科,30k-50k,牛人多，公司大，福利多多！
志诺维思（北京）基因科技有限公司,志诺维思,50-150人,A轮,海淀区,算法工程师（图像处理方向）,不限,本科,15k-30k,"前沿领域,大牛团队,工作环境好,健身房"
极限元（北京）智能科技股份有限公司,极限元,15-50人,天使轮,海淀区,语音识别算法工程师,1-3年,硕士,15k-30k,"13薪,六险一金,下午茶水果,弹性工作"
麦西（上海）传媒有限公司,创投梦工场,50-150人,A轮,海淀区,图像算法,3-5年,硕士,50k-80k,"五险一金,交通补助,通讯补助,年底双薪"
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,资深算法架构师（深度学习）,5-10年,硕士,50k-70k,"五险一金,商业保险"
北京斗米优聘科技发展有限公司,斗米,500-2000人,B轮,海淀区,机器学习算法工程师,3-5年,本科,20k-25k,"有挑战,发展好,需求明确,牛人指导"
炫一下（北京）科技有限公司,一下科技,500-2000人,D轮及以上,朝阳区,高级产品经理（推荐算法）,不限,不限,25k-45k,五险一金
优舫（北京）信息科技有限公司,优信集团,2000人以上,D轮及以上,朝阳区,数据挖掘算法工程师,1-3年,本科,15k-30k,"牛人多,七险一金,氛围好,人工智能"
智线云科技（北京）有限公司,ZingFront智线,50-150人,A轮,朝阳区,图像算法工程师,3-5年,本科,15k-30k,"五险一金,带薪年假,补充医疗险,节日福利"
天津远度科技有限公司,远度,50-150人,不需要融资,海淀区,视觉与导航算法（应届生可解决北京户口）,应届毕业生,硕士,10k-20k,"五险一金,年终奖,带薪年假,超长春节假"
北京智能管家科技有限公司,roobo,150-500人,B轮,东城区,搜索推荐算法工程师,不限,硕士,25k-50k,"人工智能,独角兽,工程师文化"
北京弘道智慧中医技术有限公司,弘道,50-150人,不需要融资,海淀区,自然语言算法研究工程师,1-3年,本科,15k-30k,"五险一金,午餐补助,交通补贴,通讯补助"
无限向量（北京）科技有限公司,无限向量（北京）科技有限公司,50-150人,A轮,朝阳区,推荐算法负责人,3-5年,硕士,35k-70k,"环境好,待遇好"
北京享阅教育科技有限公司,考拉阅读,150-500人,B轮,海淀区,自然语言NLP算法工程师,不限,本科,25k-50k,"扁平管理,弹性工作,领导好,发展空间大"
上海摩象网络科技有限公司,上海摩象网络科技有限公司,50-150人,A轮,海淀区,图像算法工程师,3-5年,硕士,20k-40k,晋升空间大
百度在线网络技术（北京）有限公司,百度,2000人以上,不需要融资,海淀区,百度地图智能交通高级算法工程师,1-3年,硕士,20k-40k,"待遇好,平台高"
北京金山云网络技术有限公司,金山云,500-2000人,D轮及以上,海淀区,c++算法工程师,3-5年,本科,30k-60k,"中国前三,七险一金,包三餐,弹性上下班"
北京郁金香伙伴科技有限公司,Airdoc,50-150人,B轮,海淀区,机器学习算法工程师,1-3年,硕士,30k-50k,"发展空间大,扁平化"
第四范式（北京）技术有限公司,第四范式,500-2000人,B轮,海淀区,推荐算法工程师,1-3年,本科,25k-50k,"六险一金,周末双休,大牛云集,空间充足"
北京分音塔科技有限公司,分音塔科技,15-50人,天使轮,海淀区,OCR算法工程师,1-3年,硕士,15k-30k,优良培训体系，六险一金，一年2次调薪
灵动科技（北京）有限公司,灵动科技,50-150人,A轮,海淀区,决策算法工程师（Motion Planning）,不限,不限,20k-40k,"机器人公司,大牛云集,领导专业度,智能硬件"
北京蓦然认知科技有限公司,蓦然认知科技,50-150人,A轮,海淀区,音频算法DSP工程师,5-10年,本科,25k-50k,"五险一金,扁平化管理,弹性时间,技术优势"
北京完美创意科技有限公司,更美APP,150-500人,D轮及以上,朝阳区,数据挖掘算法工程师&nbsp;- 反作弊方向,1-3年,本科,15k-30k,"福利齐全,技术大牛,美女入云"
禾多科技（北京）有限公司,HoloMatic,50-150人,天使轮,朝阳区,自动驾驶感知算法工程师（障碍物融合方向）,1-3年,本科,15k-30k,"六险一金,上班不打卡,工作弹性,全年14薪"
北京金山网络科技有限公司,猎豹移动,500-2000人,上市公司,朝阳区,NLP算法资深开发工程师,3-5年,硕士,25k-45k,"上市公司,六险一金,免费班车,年假15天"
触景无限科技（北京）有限公司,触景无限,50-150人,B轮,海淀区,人脸识别算法工程师,5-10年,硕士,28k-35k,"年终分红,股票期权,14薪,五险一金"
北京地平线信息技术有限公司,地平线机器人,500-2000人,B轮,海淀区,视觉算法应用实习生,应届毕业生,本科,4k-6k,"薪酬福利好,发展空间大"
北京汉能光伏投资有限公司,汉能集团,2000人以上,上市公司,朝阳区,自然语言处理高级算法工程师,3-5年,硕士,30k-60k,"超赞环境,丰盛三餐,优秀团队,优秀平台"
北京奇艺世纪科技有限公司,爱奇艺,2000人以上,上市公司,海淀区,DSP平台算法实习生,不限,本科,3k-5k,"平台好,氛围活跃,发展空间好"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,高级图像算法工程师,3-5年,本科,25k-50k,年底双薪
优舫（北京）信息科技有限公司,优信集团,2000人以上,D轮及以上,朝阳区,高级数据挖掘算法工程师,3-5年,本科,20k-30k,"七险一金,带薪休假,弹性时间"
北京思图场景数据科技服务有限公司,思图场景,15-50人,天使轮,海淀区,图像算法工程师,1-3年,本科,30k-60k,"行业前景好,薪资待遇优,工作氛围优,公司发展快"
上海淇毓信息科技有限公司,奇虎360金融,500-2000人,未融资,朝阳区,渠道反作弊算法,3-5年,不限,30k-60k,"创新业务,优秀团队,数据量级"
杭州太若科技有限公司,nreal.ai,50-150人,天使轮,海淀区,SLAM算法工程师,3-5年,本科,20k-40k,"海归团队,年度海外游,炫酷黑科技,扁平化管理"
北京美摄网络科技有限公司,美摄,15-50人,A轮,海淀区,算法工程师 （ AI算法优化与移植工程师 ）,3-5年,硕士,25k-50k,"带薪年假,年终奖金,年度体检,大牛指导"
北京光年无限科技有限公司,图灵机器人,150-500人,B轮,,深度学习算法实习工程师,不限,硕士,4k-8k,五险一金、年终奖、没有考勤、每年两次调薪
北京文通科技有限公司,文通科技,150-500人,未融资,朝阳区,图像算法专家,3-5年,本科,20k-40k,"春节半个月,下午茶,俱乐部,免费旅游"
北京快乐茄信息技术有限公司,茄子快传,150-500人,B轮,海淀区,高级推荐算法工程师（召回/排序方向）,3-5年,本科,30k-60k,"发展空间大,团队氛围好,大牛云集,年终多薪"
青岛慧拓智能机器有限公司,慧拓智能,50-150人,不需要融资,海淀区,无人车决策规划算法工程师,不限,硕士,15k-25k,"年度体检,五险一金,带薪年假"
联想（北京）有限公司,联想集团,2000人以上,上市公司,海淀区,机器视觉高级算法工程师,5-10年,本科,20k-40k,"大平台,超棒团队,超赞福利,五险一金"
北京中公教育科技股份有限公司,中公教育,2000人以上,未融资,海淀区,NOIP/c/c++算法编程老师,不限,大专,8k-15k,"免费午餐,五险一金,大平台"
北京京东世纪贸易有限公司,京东集团,2000人以上,上市公司,朝阳区,NLP算法工程师,3-5年,本科,30k-60k,"弹性工作,500强"
第四范式（北京）技术有限公司,第四范式,500-2000人,B轮,海淀区,机器学习算法研究员,1-3年,硕士,30k-60k,"人工智能,大牛超多,晋升空间,各种福利"
华惠金服信息科技（北京）有限公司,华惠金服,50-150人,不需要融资,东城区,机器学习算法工程师,1-3年,硕士,15k-25k,"五险一金,餐补,领导好,技术氛围浓"
南京苏宁软件技术有限公司,苏宁易购,2000人以上,上市公司,朝阳区,机器学习算法工程师,不限,本科,15k-30k,前沿
优舫（北京）信息科技有限公司,优信集团,2000人以上,D轮及以上,朝阳区,高级数据挖掘算法工程师,3-5年,本科,25k-40k,"牛人多,氛围好,七险一金"
北京文通科技有限公司,文通科技,150-500人,未融资,朝阳区,图像算法工程师,1-3年,硕士,15k-20k,"五险一金,年底双薪,免费旅游"
浙江天猫技术有限公司,天猫,2000人以上,上市公司,朝阳区,机器学习算法工程师,1-3年,硕士,20k-40k,"有牛人,核心业务,年终奖丰厚,团队氛围好"
奇虎360科技有限公司,360,2000人以上,上市公司,,广告算法工程师（广告触发or点击率预估和排序方向）,1-3年,本科,25k-35k,发展前景好，优秀团队，内部培训
